0x00000000,
0x3E271D4D,
0x3E17361F,
0x3E08D25E,
0x3DF79A55,
0x3DE00A53,
0x3DCAB857,
0x3DB76DC0,
0x3DA5F921,
0x3D962DC1,
0x3D87E328,
0x3D75E971,
0x3D5E82A1,
0x3D4955EB,
0x3D362D0F,
0x3D24D6F4,
0x3D152731,
0x3D06F595,
0x3CF43B82,
0x3CDCFD9C,
0x3CC7F5EB,
0x3CB4EE8E,
0x3EAB04D1,
0x3F1DC3F5,
0x3F5F253C,
0x3F8D26DF,
0x3FA7EA89,
0x3FC0222C,
0x3FD60BD7,
0x3FE9DFAC,
0x3FFBD07B,
0x4006061C,
0x400D5E3F,
0x40140377,
0x401A06CA,
0x401F77A1,
0x402463EB,
0x4028D848,
0x402CE01F,
0x403085C5,
0x4033D291,
0x4036CEF9,
0x403982A3,
0x403BF47B,
0x403E2AC4,
0x40402B29,
0x4041FACC,
0x40439E50,
0x404519E8,
0x40467160,
0x4047A829,
0x4048C15E,
0x4049BFD1,
0x404AA60D,
0x404B7661,
0x404C32E1,
0x404CDD70,
0x404D77C5,
0x404E036A,
0x404E81C5,
0x404EF41A,
0x404F5B8D,
0x404FB929,
0x40500DDC,
0x40505A7F,
0x40509FD7,
0x4050DE96,
0x4051175D,
0x40514ABC,
0x40517938,
0x4051A347,
0x4051C956,
0x403DD299,
0x402BC236,
0x401B69E4,
0x400C9FC3,
0x3FFE7BDE,
0x3FE6443A,
0x3FD05A90,
0x3FBC86BA,
0x3FAA95EC,
0x3F9A5A2E,
0x3F8BA9E8,
0x3F7CBEF2,
0x3F64B1A5,
0x3F4EEE4B,
0x3F3B3D1F,
0x3F296BAE,
0x3F194C52,
0x3F0AB5BB,
0x3EFB0510,
0x3EE321D1,
0x3ECD8482,
0x3EB9F5C4,
0x3EA8437B,
0x3E98404E,
0x3E89C338,
0x3E794E33,
0x3E6194B7,
0x3E4C1D33,
0x3E38B0A6,
0x3E271D4D,
0x3E17361F,
0x3E08D25E,
0x3DF79A55,
0x3DE00A53,
0x3DCAB857,
0x3DB76DC0,
0x3DA5F921,
0x3D962DC1,
0x3D87E328,
0x3D75E971,
0x3D5E82A1,
0x3D4955EB,
0x3D362D0F,
0x3D24D6F4,
0x3D152731,
0x3D06F595,
0x3CF43B82,
0x3CDCFD9C,
0x3CC7F5EB,
0x3CB4EE8E,
0x3EAB04D1,
0x3F1DC3F5,
0x3F5F253C,
0x3F8D26DF,
0x3FA7EA89,
0x3FC0222C,
0x3FD60BD7,
0x3FE9DFAC,
0x3FFBD07B,
0x4006061C,
0x400D5E3F,
0x40140377,
0x401A06CA,
0x401F77A1,
0x402463EB,
0x4028D848,
0x402CE01F,
0x403085C5,
0x4033D291,
0x4036CEF9,
0x403982A3,
0x403BF47B,
0x403E2AC4,
0x40402B29,
0x4041FACC,
0x40439E50,
0x404519E8,
0x40467160,
0x4047A829,
0x4048C15E,
0x4049BFD1,
0x404AA60D,
0x404B7661,
0x404C32E1,
0x404CDD70,
0x404D77C5,
0x404E036A,
0x404E81C5,
0x404EF41A,
0x404F5B8D,
0x404FB929,
0x40500DDC,
0x40505A7F,
0x40509FD7,
0x4050DE96,
0x4051175D,
0x40514ABC,
0x40517938,
0x4051A347,
0x4051C956,
0x403DD299,
0x402BC236,
0x401B69E4,
0x400C9FC3,
0x3FFE7BDE,
0x3FE6443A,
0x3FD05A90,
0x3FBC86BA,
0x3FAA95EC,
0x3F9A5A2E,
0x3F8BA9E8,
0x3F7CBEF2,
0x3F64B1A5,
0x3F4EEE4B,
0x3F3B3D1F,
0x3F296BAE,
0x3F194C52,
0x3F0AB5BB,
0x3EFB0510,
0x3EE321D1,
0x3ECD8482,
0x3EB9F5C4,
0x3EA8437B,
0x3E98404E,
0x3E89C338,
0x3E794E33,
0x3E6194B7,
0x3E4C1D33,
0x3E38B0A6,
0x3E271D4D,
0x3E17361F,
0x3E08D25E,
0x3DF79A55,
0x3DE00A53,
0x3DCAB857,
0x3DB76DC0,
0x3DA5F921,
0x3D962DC1,
0x3D87E328,
0x3D75E971,
0x3D5E82A1,
0x3D4955EB,
0x3D362D0F,
0x3D24D6F4,
0x3D152731,
0x3D06F595,
0x3CF43B82,
0x3CDCFD9C,
0x3CC7F5EB,
0x3CB4EE8E,
0x3EAB04D1,
0x3F1DC3F5,
0x3F5F253C,
0x3F8D26DF,
0x3FA7EA89,
0x3FC0222C,
0x3FD60BD7,
0x3FE9DFAC,
0x3FFBD07B,
0x4006061C,
0x400D5E3F,
0x40140377,
0x401A06CA,
0x401F77A1,
0x402463EB,
0x4028D848,
0x402CE01F,
0x403085C5,
0x4033D291,
0x4036CEF9,
0x403982A3,
0x403BF47B,
0x403E2AC4,
0x40402B29,
0x4041FACC,
0x40439E50,
0x404519E8,
0x40467160,
0x4047A829,
0x4048C15E,
0x4049BFD1,
0x404AA60D,
0x404B7661,
0x404C32E1,
0x404CDD70,
0x404D77C5,
0x404E036A,
0x404E81C5,
0x404EF41A,
0x404F5B8D,
0x404FB929,
0x40500DDC,
0x40505A7F,
0x40509FD7,
0x4050DE96,
0x4051175D,
0x40514ABC,
0x40517938,
0x4051A347,
0x4051C956,
0x403DD299,
0x402BC236,
0x401B69E4,
0x400C9FC3,
0x3FFE7BDE,
0x3FE6443A,
0x3FD05A90,
0x3FBC86BA,
0x3FAA95EC,
0x3F9A5A2E,
0x3F8BA9E8,
0x3F7CBEF2,
0x3F64B1A5,
0x3F4EEE4B,
0x3F3B3D1F,
0x3F296BAE,
0x3F194C52,
0x3F0AB5BB,
0x3EFB0510,
0x3EE321D1,
0x3ECD8482,
0x3EB9F5C4,
0x3EA8437B,
0x3E98404E,
0x3E89C338,
0x3E794E33,
0x3E6194B7,
0x3E4C1D33,
0x3E38B0A6,
0x3E271D4D,
0x3E17361F,
0x3E08D25E,
0x3DF79A55,
0x3DE00A53,
0x3DCAB857,
0x3DB76DC0,
0x3DA5F921,
0x3D962DC1,
0x3D87E328,
0x3D75E971,
0x3D5E82A1,
0x3D4955EB,
0x3D362D0F,
0x3D24D6F4,
0x3D152731,
0x3D06F595,
0x3CF43B82,
0x3CDCFD9C,
0x3CC7F5EB,
0x3CB4EE8E,
0x3EAB04D1,
0x3F1DC3F5,
0x3F5F253C,
0x3F8D26DF,
0x3FA7EA89,
0x3FC0222C,
0x3FD60BD7,
0x3FE9DFAC,
0x3FFBD07B,
0x4006061C,
0x400D5E3F,
0x40140377,
0x401A06CA,
0x401F77A1,
0x402463EB,
0x4028D848,
0x402CE01F,
0x403085C5,
0x4033D291,
0x4036CEF9,
0x403982A3,
0x403BF47B,
0x403E2AC4,
0x40402B29,
0x4041FACC,
0x40439E50,
0x404519E8,
0x40467160,
0x4047A829,
0x4048C15E,
0x4049BFD1,
0x404AA60D,
0x404B7661,
0x404C32E1,
0x404CDD70,
0x404D77C5,
0x404E036A,
0x404E81C5,
0x404EF41A,
0x404F5B8D,
0x404FB929,
0x40500DDC,
0x40505A7F,
0x40509FD7,
0x4050DE96,
0x4051175D,
0x40514ABC,
0x40517938,
0x4051A347,
0x4051C956,
0x403DD299,
0x402BC236,
0x401B69E4,
0x400C9FC3,
0x3FFE7BDE,
0x3FE6443A,
0x3FD05A90,
0x3FBC86BA,
0x3FAA95EC,
0x3F9A5A2E,
0x3F8BA9E8,
0x3F7CBEF2,
0x3F64B1A5,
0x3F4EEE4B,
0x3F3B3D1F,
0x3F296BAE,
0x3F194C52,
0x3F0AB5BB,
0x3EFB0510,
0x3EE321D1,
0x3ECD8482,
0x3EB9F5C4,
0x3EA8437B,
0x3E98404E,
0x3E89C338,
0x3E794E33,
0x3E6194B7,
0x3E4C1D33,
0x3E38B0A6,
0x3E271D4D,
0x3E17361F,
0x3E08D25E,
0x3DF79A55,
0x3DE00A53,
0x3DCAB857,
0x3DB76DC0,
0x3DA5F921,
0x3D962DC1,
0x3D87E328,
0x3D75E971,
0x3D5E82A1,
0x3D4955EB,
0x3D362D0F,
0x3D24D6F4,
0x3D152731,
0x3D06F595,
0x3CF43B82,
0x3CDCFD9C,
0x3CC7F5EB,
0x3CB4EE8E,
0x3EAB04D1,
0x3F1DC3F5,
0x3F5F253C,
0x3F8D26DF,
0x3FA7EA89,
0x3FC0222C,
0x3FD60BD7,
0x3FE9DFAC,
0x3FFBD07B,
0x4006061C,
0x400D5E3F,
0x40140377,
0x401A06CA,
0x401F77A1,
0x402463EB,
0x4028D848,
0x402CE01F,
0x403085C5,
0x4033D291,
0x4036CEF9,
0x403982A3,
0x403BF47B,
0x403E2AC4,
0x40402B29,
0x4041FACC,
0x40439E50,
0x404519E8,
0x40467160,
0x4047A829,
0x4048C15E,
0x4049BFD1,
0x404AA60D,
0x404B7661,
0x404C32E1,
0x404CDD70,
0x404D77C5,
0x404E036A,
0x404E81C5,
0x404EF41A,
0x404F5B8D,
0x404FB929,
0x40500DDC,
0x40505A7F,
0x40509FD7,
0x4050DE96,
0x4051175D,
0x40514ABC,
0x40517938,
0x4051A347,
0x4051C956,
0x4051EBC6,
0x403DF1C2,
0x402BDE67,
0x401B8367,
0x400CB6D9,
0x3FFEA5A4,
0x3FE66A06,
0x3FD07CC3,
0x3FBCA5AC,
0x3FAAB1EC,
0x3F9A7384,
0x3F8BC0D5,
0x3F7CE86F,
0x3F64D730,
0x3F4F1042,
0x3F3B5BDB,
0x3F29877E,
0x3F19657C,
0x3F0ACC80,
0x3EFB2E45,
0x3EE34719,
0x3ECDA63F,
0x3EBA144B,
0x3EA85F19,
0x3E98594C,
0x3E89D9D5,
0x3E79771F,
0x3E61B9BE,
0x3E4C3EB4,
0x3E38CEF7,
0x3E2738BB,
0x3E174EF1,
0x3E08E8D3,
0x3DF7C2FA,
0x3DE02F1A,
0x3DCAD99E,
0x3DB78BDC,
0x3DA61460,
0x3D964668,
0x3D87F976,
0x3D7611CF,
0x3D5EA728,
0x3D4976F8,
0x3D364AF6,
0x3D24F203,
0x3D153FAD,
0x3D070BBC,
0x3CF46399,
0x3CDD21E3,
0x3CC816BE,
0x3EAC1A29,
0x3F1E416F,
0x3F5F96C5,
0x3F8D5A3D,
0x3FA81903,
0x3FC04C3A,
0x3FD631E4,
0x3FEA021B,
0x3FFBEFA2,
0x40061435,
0x400D6B00,
0x40140F01,
0x401A113B,
0x401F8113,
0x40246C78,
0x4028E004,
0x402CE71F,
0x40308C1A,
0x4033D84C,
0x4036D429,
0x40398754,
0x403BF8B9,
0x403E2E9B,
0x40402EA3,
0x4041FDF1,
0x4043A129,
0x40451C7B,
0x404673B4,
0x4047AA45,
0x4048C347,
0x4049C18B,
0x404AA79D,
0x404B77CA,
0x404C3428,
0x404CDE99,
0x404D78D1,
0x404E045D,
0x404E82A1,
0x404EF4E0,
0x404F5C41,
0x404FB9CB,
0x40500E6F,
0x40505B04,
0x4050A050,
0x4050DF03,
0x405117BF,
0x40514B15,
0x40517989,
0x4051A390,
0x4051C998,
0x4051EC01,
0x403DF1F8,
0x402BDE98,
0x401B8393,
0x400CB701,
0x3FFEA5EC,
0x3FE66A48,
0x3FD07CFF,
0x3FBCA5E2,
0x3FAAB21D,
0x3F9A73B0,
0x3F8BC0FD,
0x3F7CE8B7,
0x3F64D771,
0x3F4F107D,
0x3F3B5C10,
0x3F2987AE,
0x3F1965A8,
0x3F0ACCA7,
0x3EFB2E8C,
0x3EE3475A,
0x3ECDA679,
0x3EBA1480,
0x3EA85F49,
0x3E985977,
0x3E89D9FD,
0x3E797766,
0x3E61B9FF,
0x3E4C3EEE,
0x3E38CF2C,
0x3E2738EB,
0x3E174F1C,
0x3E08E8FA,
0x3DF7C341,
0x3DE02F5A,
0x3DCAD9D8,
0x3DB78C10,
0x3DA6148F,
0x3D964693,
0x3D87F99D,
0x3D761215,
0x3D5EA767,
0x3D497731,
0x3D364B2A,
0x3D24F232,
0x3D153FD8,
0x3D070BE3,
0x3CF463DF,
0x3CDD2222,
0x3CC816F7,
0x3EAC1A2C,
0x3F1E4170,
0x3F5F96C6,
0x3F8D5A3E,
0x3FA81903,
0x3FC04C3B,
0x3FD631E4,
0x3FEA021B,
0x3FFBEFA3,
0x40061435,
0x400D6B00,
0x40140F01,
0x401A113B,
0x401F8113,
0x40246C78,
0x4028E004,
0x402CE71F,
0x40308C1A,
0x4033D84C,
0x4036D429,
0x40398754,
0x403BF8BA,
0x403E2E9B,
0x40402EA3,
0x4041FDF1,
0x4043A129,
0x40451C7B,
0x404673B5,
0x4047AA45,
0x4048C347,
0x4049C18B,
0x404AA79D,
0x404B77CA,
0x404C3428,
0x404CDE99,
0x404D78D1,
0x404E045D,
0x404E82A1,
0x404EF4E0,
0x404F5C41,
0x404FB9CB,
0x40500E6F,
0x40505B04,
0x4050A050,
0x4050DF03,
0x405117BF,
0x40514B15,
0x40517989,
0x4051A390,
0x4051C998,
0x4051EC01,
0x403DF1F8,
0x402BDE98,
0x401B8393,
0x400CB701,
0x3FFEA5EC,
0x3FE66A48,
0x3FD07CFF,
0x3FBCA5E2,
0x3FAAB21D,
0x3F9A73B0,
0x3F8BC0FD,
0x3F7CE8B7,
0x3F64D771,
0x3F4F107D,
0x3F3B5C10,
0x3F2987AE,
0x3F1965A8,
0x3F0ACCA7,
0x3EFB2E8C,
0x3EE3475A,
0x3ECDA679,
0x3EBA1480,
0x3EA85F49,
0x3E985977,
0x3E89D9FD,
0x3E797766,
0x3E61B9FF,
0x3E4C3EEE,
0x3E38CF2C,
0x3E2738EB,
0x3E174F1C,
0x3E08E8FA,
0x3DF7C341,
0x3DE02F5A,
0x3DCAD9D8,
0x3DB78C10,
0x3DA6148F,
0x3D964693,
0x3D87F99D,
0x3D761215,
0x3D5EA767,
0x3D497731,
0x3D364B2A,
0x3D24F232,
0x3D153FD8,
0x3D070BE3,
0x3CF463DF,
0x3CDD2222,
0x3CC816F7,
0x3EAC1A2C,
0x3F1E4170,
0x3F5F96C6,
0x3F8D5A3E,
0x3FA81903,
0x3FC04C3B,
0x3FD631E4,
0x3FEA021B,
0x3FFBEFA3,
0x40061435,
0x400D6B00,
0x40140F01,
0x401A113B,
0x401F8113,
0x40246C78,
0x4028E004,
0x402CE71F,
0x40308C1A,
0x4033D84C,
0x4036D429,
0x40398754,
0x403BF8BA,
0x403E2E9B,
0x40402EA3,
0x4041FDF1,
0x4043A129,
0x40451C7B,
0x404673B5,
0x4047AA45,
0x4048C347,
0x4049C18B,
0x404AA79D,
0x404B77CA,
0x404C3428,
0x404CDE99,
0x404D78D1,
0x404E045D,
0x404E82A1,
0x404EF4E0,
0x404F5C41,
0x404FB9CB,
0x40500E6F,
0x40505B04,
0x4050A050,
0x4050DF03,
0x405117BF,
0x40514B15,
0x40517989,
0x4051A390,
0x4051C998,
0x4051EC01,
0x403DF1F8,
0x402BDE98,
0x401B8393,
0x400CB701,
0x3FFEA5EC,
0x3FE66A48,
0x3FD07CFF,
0x3FBCA5E2,
0x3FAAB21D,
0x3F9A73B0,
0x3F8BC0FD,
0x3F7CE8B7,
0x3F64D771,
0x3F4F107D,
0x3F3B5C10,
0x3F2987AE,
0x3F1965A8,
0x3F0ACCA7,
0x3EFB2E8C,
0x3EE3475A,
0x3ECDA679,
0x3EBA1480,
0x3EA85F49,
0x3E985977,
0x3E89D9FD,
0x3E797766,
0x3E61B9FF,
0x3E4C3EEE,
0x3E38CF2C,
0x3E2738EB,
0x3E174F1C,
0x3E08E8FA,
0x3DF7C341,
0x3DE02F5A,
0x3DCAD9D8,
0x3DB78C10,
0x3DA6148F,
0x3D964693,
0x3D87F99D,
0x3D761215,
0x3D5EA767,
0x3D497731,
0x3D364B2A,
0x3D24F232,
0x3D153FD8,
0x3D070BE3,
0x3CF463DF,
0x3CDD2222
